"","STATE","COUNTY","CITY","ADDRESS","DATE","LAT","LON"
"253","ALABAMA","FRANKLIN","RUSSELLVILLE","204 RICHESON STREET",2010-04-07,34.515202,-87.726026
"254","ALABAMA","FRANKLIN","RUSSELLVILLE","305 OLIVE STREET",2008-07-11,34.510995,-87.72322
"255","ALABAMA","FRANKLIN","RUSSELLVILLE","47 PORTER ROAD",2009-05-19,34.450974,-87.649461
"256","ALABAMA","FRANKLIN","RUSSELLVILLE","5443 COUNTY LINE RD",2004-04-01,34.544375,-87.529906
"257","ALABAMA","FRANKLIN","VINA","2123 CO HWY 9",2008-05-14,34.414661,-88.0603
"258","ALABAMA","FRANKLIN","VINA","391 BARKER ROAD",2008-06-25,34.359428,-88.031689
"259","ALABAMA","FRANKLIN","VINA","507 BARKER ROAD",2007-11-01,34.359837,-88.035151
"260","ALABAMA","FRANKLIN","VINA","516 224 HIGHWAY",2008-09-11,34.375951,-88.055198
"261","ALABAMA","FRANKLIN","VINA","8036 19 HIGHWAY",2008-03-14,34.375951,-88.055198
"262","ALABAMA","GENEVA","CHANCELLOR","629 COUNTY 729 RD",2004-05-20,31.1814,-85.877197
"263","ALABAMA","GENEVA","CHANCELLOR","9730 AL N ST",2005-08-30,31.1814,-85.877197
"264","ALABAMA","GENEVA","GENEVA","2131 GOATHILL W RD",2004-09-07,31.038892,-85.923079
"265","ALABAMA","GENEVA","GENEVA","2615 STATE HWY 85 N",2005-04-16,31.032867,-85.868768
"266","ALABAMA","GENEVA","GENEVA","2837 COUNTY RD",2004-10-26,31.032867,-85.868768
"267","ALABAMA","GENEVA","GENEVA","405 PURVIS W ST",2004-03-19,31.032867,-85.868768
"268","ALABAMA","GENEVA","HARTFORD","198 WHEAT LANE",2006-03-05,31.102286,-85.696842
"269","ALABAMA","GENEVA","HARTFORD","971 T. PEACOCK RD",2004-08-17,31.15124,-85.649567
"270","ALABAMA","GENEVA","SAMSON","123 FINK FARM RD",2004-08-13,31.05141,-86.178697
"271","ALABAMA","GENEVA","SAMSON","3163 ALAFLO RD",2005-03-01,30.995547,-86.104635
"272","ALABAMA","GENEVA","SAMSON","403 EWING W ST",2004-11-02,31.110551,-86.054437
"273","ALABAMA","GENEVA","SAMSON","6388 STATE HWY 54",2005-05-06,31.065095,-86.183674
"274","ALABAMA","GENEVA","SLOCOMB","103 EWELL S RD",2004-02-07,31.10763,-85.593662
"275","ALABAMA","GENEVA","SLOCOMB","1813 PATES RD",2004-01-20,31.10763,-85.593662
"276","ALABAMA","HENRY","HEADLAND","903 EARLY WALDEN ROAD",2006-03-27,31.339094,-85.316278
"277","ALABAMA","HENRY","NEWVILLE","388 BAWDIN ST",2005-02-01,31.420221,-85.336404
"278","ALABAMA","HOUSTON","ASHFORD","1049 SOUTH CO RD 33",2006-05-30,31.185665,-85.235237
"279","ALABAMA","HOUSTON","ASHFORD","1121 BROADWAY N ST LOT 11",2004-09-17,31.185665,-85.235237
"280","ALABAMA","HOUSTON","ASHFORD","4469 CEDAR SPRINGS RD",2004-12-09,31.256091,-85.209686
"281","ALABAMA","HOUSTON","COLUMBIA","1556 BENTON STORE ROAD",2006-01-21,31.28294,-85.196539
"282","ALABAMA","HOUSTON","COTTONWOOD","1095 BUNLIN RD",2004-02-02,31.052676,-85.300233
"283","ALABAMA","HOUSTON","COTTONWOOD","98 ST. MARY RD",2005-04-26,31.077186,-85.362817
"284","ALABAMA","HOUSTON","COWARTS","1190 NORTH BROAD STREET",2006-01-12,31.208891,-85.303527
"285","ALABAMA","HOUSTON","DOTHAN","1100 FORESTER RD LOT 11",2004-11-17,31.183605,-85.345334
"286","ALABAMA","HOUSTON","DOTHAN","1118 SAUNDERS E RD",2004-05-10,31.165357,-85.386448
"287","ALABAMA","HOUSTON","DOTHAN","1118 SAUNDERS E RD 1120",2004-02-13,31.165357,-85.386448
"288","ALABAMA","HOUSTON","DOTHAN","1118 SAUNDERS E RD LOT 19",2004-11-10,31.165357,-85.386448
"289","ALABAMA","HOUSTON","DOTHAN","114 MATTIE LN",2004-08-24,31.182491,-85.464364
"290","ALABAMA","HOUSTON","DOTHAN","12931 COUNTY ROAD 33",2006-03-09,31.083121,-85.366068
"291","ALABAMA","HOUSTON","DOTHAN","1604 HODGESVILLE RD C-601",2004-09-24,31.17423,-85.398996
"292","ALABAMA","HOUSTON","DOTHAN","200 b SWEET GNM RD",2004-09-30,31.224297,-85.391121
"293","ALABAMA","HOUSTON","DOTHAN","204 SOUTHPORT W DR",2004-12-23,31.224297,-85.391121
"294","ALABAMA","HOUSTON","DOTHAN","205 PETUNIA DR",2005-10-19,31.17248,-85.472265
"295","ALABAMA","HOUSTON","DOTHAN","2099 SOUTH OATES STREET",2009-06-16,31.196661,-85.398596
"296","ALABAMA","HOUSTON","DOTHAN","212 SAUNDERS ROAD",2010-07-02,31.161573,-85.399543
"297","ALABAMA","HOUSTON","DOTHAN","212 WEST SAUNDERS ROAD",2006-03-10,31.159566,-85.405326
"298","ALABAMA","HOUSTON","DOTHAN","2129 IRIS RD 7",2005-10-12,31.112952,-85.394963
"299","ALABAMA","HOUSTON","DOTHAN","2129 IRIS RD LOT 5",2005-05-05,31.112952,-85.394963
"300","ALABAMA","HOUSTON","DOTHAN","2201 SHANNONDOAH DRIVE",2010-07-16,31.18528,-85.379399
"301","ALABAMA","HOUSTON","DOTHAN","2768 WEBB ROAD",2006-06-07,31.246295,-85.350595
"302","ALABAMA","HOUSTON","DOTHAN","4148 WEST COOK ROAD",2006-06-13,31.106742,-85.472774
"303","ALABAMA","HOUSTON","DOTHAN","4375 COUNTY LOT 9 RD 203",2004-04-28,31.224297,-85.391121
"304","ALABAMA","HOUSTON","DOTHAN","4379 COUNTY RD LOT 6",2005-09-06,31.224297,-85.391121
"305","ALABAMA","HOUSTON","DOTHAN","443 FORTSON ROAD",2006-05-01,31.212769,-85.532173
"306","ALABAMA","HOUSTON","DOTHAN","446 SUNRISE DR",2005-05-07,31.209956,-85.471058
"307","ALABAMA","HOUSTON","DOTHAN","451 OATES S ST 1",2005-05-18,31.218786,-85.392993
"308","ALABAMA","HOUSTON","DOTHAN","55 EASTGATE DRIVE",2006-03-22,31.202634,-85.32254
"309","ALABAMA","HOUSTON","DOTHAN","6235 FORTNER",2004-10-29,31.21257,-85.495546
"310","ALABAMA","HOUSTON","DOTHAN","6235 FORTNER STREET",2006-01-25,31.21257,-85.495546
"311","ALABAMA","HOUSTON","DOTHAN","75 ROY MARTIN RD",2004-03-19,31.111685,-85.381693
"312","ALABAMA","HOUSTON","DOTHAN","870 D HODGES RD",2004-02-02,31.224297,-85.391121
"313","ALABAMA","HOUSTON","DOTHAN","918 SOUTH OATES STREET",2006-06-28,31.21239,-85.393076
"314","ALABAMA","HOUSTON","GORDON","192 JOWERS RD",2004-02-17,31.143835,-85.066514
"315","ALABAMA","HOUSTON","KINSEY","2686 WATSON BRIDGE RD",2004-06-04,31.268796,-85.323549
"316","ALABAMA","HOUSTON","MADRID","365 BJ MIXON RD",2004-04-30,31.031617,-85.391405
"317","ALABAMA","HOUSTON","PANSEY","1325 EUBANKS ROAD",2010-07-24,31.140274,-85.164245
"318","ALABAMA","HOUSTON","PANSEY","525 PARRISH RD",2004-07-16,31.126121,-85.167588
"319","ALABAMA","HOUSTON","SLOCOMB","345 HARDEN ROAD",2006-02-23,31.060536,-85.408621
"320","ALABAMA","HOUSTON","TAYLOR","2600 TRAWICK ROAD",2009-06-09,31.199272,-85.457711
"321","ALABAMA","HOUSTON","WEBB","1055 ENON RD",2005-01-21,31.212201,-85.277458
"322","ALABAMA","HOUSTON","WEBB","215 JUAN CIR",2004-03-21,31.207027,-85.269174
"323","ALABAMA","HOUSTON","WEBB","2780 ENON ROAD",2006-04-06,31.236524,-85.276747
"324","ALABAMA","HOUSTON","WEBB","488 GILLEY MILL ROAD",2006-03-21,31.279954,-85.280399
"325","ALABAMA","HOUSTON","WEBB","930 FURNIE FOLKS ROAD",2006-04-14,31.239675,-85.288397
"326","ALABAMA","JACKSON","BRIDGEPORT","1117 JACOBS AVENUE",2011-02-16,34.942101,-85.718532
"327","ALABAMA","JACKSON","BRIDGEPORT","1949 COUNTY RD",2005-02-24,34.947468,-85.725477
"328","ALABAMA","JACKSON","BRIDGEPORT","265 DOGWOOD LANE",2007-04-06,34.921225,-85.747508
"329","ALABAMA","JACKSON","BRIDGEPORT","40 CO RD 280",2007-02-21,34.947468,-85.725477
"330","ALABAMA","JACKSON","BRIDGEPORT","49064 A1 HWY 277 HWY",2005-03-02,34.947468,-85.725477
"331","ALABAMA","JACKSON","BRIDGEPORT","614 ALDHOUSE AVENUE",2010-09-22,34.950734,-85.716598
"332","ALABAMA","JACKSON","BRIDGEPORT","720 HAMLIN AVE",2005-04-12,34.939576,-85.709452
"333","ALABAMA","JACKSON","BRIDGEPORT","724 ALABAMA AVENUE",2010-04-13,34.946041,-85.719633
"334","ALABAMA","JACKSON","BRIDGEPORT","923 COUNTY ROAD 94",2010-01-16,34.943352,-85.744121
"335","ALABAMA","JACKSON","BRYANT","1910 COUNTY 131 ROAD",2007-03-28,34.9436,-85.632202
"336","ALABAMA","JACKSON","BRYANT","1966 CO RD 89",2009-05-08,34.9436,-85.632202
"337","ALABAMA","JACKSON","BRYANT","5727 ALABAMA HWY 73",2010-01-23,34.933215,-85.63018
"338","ALABAMA","JACKSON","DUTTON","2583 CO. RD 18",2005-02-17,34.609683,-85.918386
"339","ALABAMA","JACKSON","DUTTON","6972 CO RD 124",2005-01-25,34.609683,-85.918386
"340","ALABAMA","JACKSON","DUTTON","827 COUNTY ROAD 150 RD",2004-03-31,34.645472,-85.877775
"341","ALABAMA","JACKSON","DUTTON","875 COUNTY ROAD 423",2007-07-07,34.645081,-85.887852
"342","ALABAMA","JACKSON","FLAT ROCK","241 POWELL LANE",2010-07-01,34.82418,-85.659586
"343","ALABAMA","JACKSON","FLAT ROCK","5969 CO RD 14",2008-06-14,34.769699,-85.694397
"344","ALABAMA","JACKSON","HENAGAR","27 COUNTRY 707 ROAD",2010-08-18,34.625049,-85.754266
"345","ALABAMA","JACKSON","HENAGAR","8697 40 HIGHWAY",2010-08-13,34.625049,-85.754266
"346","ALABAMA","JACKSON","HIGDON","2246 COUNTY 95 ROAD",2007-05-08,34.8456,-85.616402
"347","ALABAMA","JACKSON","HIGDON","49 CO RD 318",2008-06-18,34.8456,-85.616402
"348","ALABAMA","JACKSON","HOLLYWOOD","15 FRED ST",2004-03-31,34.741147,-85.99207
"349","ALABAMA","JACKSON","HOLLYWOOD","349 COUNTY 599 RD",2004-05-09,34.713647,-85.965856
"350","ALABAMA","JACKSON","HOLLYWOOD","3983 COUNTY ROAD 42",2007-04-30,34.763721,-85.956354
"351","ALABAMA","JACKSON","HOLLYWOOD","6759 CO 33 RD",2004-03-26,34.713647,-85.965856
"352","ALABAMA","JACKSON","HOLLYWOOD","859 RUBY JOHNSON DR",2004-03-21,34.713647,-85.965856
"353","ALABAMA","JACKSON","HOLLYWOOD","981 CO RD 213",2005-03-30,34.713647,-85.965856
"354","ALABAMA","JACKSON","HOLLYWOOD","985 COUNTY ROAD 213",2010-05-13,34.755518,-85.900221
"355","ALABAMA","JACKSON","LANGSTON","629 LAKESHORE DR",2004-02-19,34.551342,-86.070117
"356","ALABAMA","JACKSON","PAINT ROCK","2072 COUNTY 10 RD",2005-04-19,34.660792,-86.328774
"357","ALABAMA","JACKSON","PISGAH","1210 COUNTY ROAD 357",2004-06-18,34.720495,-85.833899
"358","ALABAMA","JACKSON","PISGAH","1738 CR 134",2004-05-12,34.684187,-85.759722
"359","ALABAMA","JACKSON","PISGAH","3312 COUNTY ROAD 60 RD",2004-07-30,34.696801,-85.79291
"360","ALABAMA","JACKSON","PISGAH","470 CO RD 456",2008-03-26,34.682377,-85.847466
"361","ALABAMA","JACKSON","PISGAH","75 CO RD 60",2008-04-11,34.682377,-85.847466
"362","ALABAMA","JACKSON","PISGAH","842 COUNTRY 352 ROAD",2010-08-01,34.682377,-85.847466
"363","ALABAMA","JACKSON","PISGAH","8903 COUNTRY 58 ROAD",2010-08-03,34.682377,-85.847466
"364","ALABAMA","JACKSON","PISGAH","940 CO RD 339",2005-11-29,34.682377,-85.847466
"365","ALABAMA","JACKSON","SCOTTSBORO","106 OLINGER RD",2005-03-14,34.569232,-86.179913
"366","ALABAMA","JACKSON","SCOTTSBORO","137 COWLEY LANE",2008-03-03,34.561281,-86.134899
"367","ALABAMA","JACKSON","SCOTTSBORO","1372 C.R. 540",2004-02-03,34.673574,-86.03478
"368","ALABAMA","JACKSON","SCOTTSBORO","1483 CO. RD 138",2004-08-06,34.673574,-86.03478
"369","ALABAMA","JACKSON","SCOTTSBORO","149 PICKENS DR",2005-02-23,34.931754,-86.079424
"370","ALABAMA","JACKSON","SCOTTSBORO","16555 AL HWY 79",2010-06-03,34.717795,-86.108442
"371","ALABAMA","JACKSON","SCOTTSBORO","169 EAST WINESAP ROAD",2007-08-23,34.658087,-85.98112
"372","ALABAMA","JACKSON","SCOTTSBORO","18979 35 W HWY",2004-10-19,34.673574,-86.03478
"373","ALABAMA","JACKSON","SCOTTSBORO","215 JOY DR",2005-04-12,34.701355,-86.000848
"374","ALABAMA","JACKSON","SCOTTSBORO","22 HANCOCK E DR",2004-01-29,34.611411,-86.066725
"375","ALABAMA","JACKSON","SCOTTSBORO","2207 BROAD S ST",2005-01-12,34.673574,-86.03478
"376","ALABAMA","JACKSON","SCOTTSBORO","243 MCFOILTON LN",2004-08-11,34.697041,-86.004401
"377","ALABAMA","JACKSON","SCOTTSBORO","2494 OLD LARKINSVILLE ROAD",2008-06-23,34.697802,-86.094567
"378","ALABAMA","JACKSON","SCOTTSBORO","253 COUNTY ROAD 470",2005-05-17,34.750474,-86.038412
"379","ALABAMA","JACKSON","SCOTTSBORO","2770 OLD LARKINSVILLE RD",2004-11-29,34.702151,-86.098179
"380","ALABAMA","JACKSON","SCOTTSBORO","2920 JULIE DR",2004-11-18,34.628925,-86.037817
"381","ALABAMA","JACKSON","SCOTTSBORO","2920 JULIE DR",2004-12-14,34.628925,-86.037817
"382","ALABAMA","JACKSON","SCOTTSBORO","303 EAST JOHNATHON STREET",2008-07-17,34.673574,-86.03478
"383","ALABAMA","JACKSON","SCOTTSBORO","3094 OLD LARKINSVILLE ROAD",2010-04-29,34.705242,-86.104395
"384","ALABAMA","JACKSON","SCOTTSBORO","370 GIZZARD POINT ROAD",2010-07-12,34.787851,-86.108452
"385","ALABAMA","JACKSON","SCOTTSBORO","375 MAPLES DR",2005-04-15,34.570403,-86.184564
"386","ALABAMA","JACKSON","SCOTTSBORO","390 CRAWFORD RD",2004-09-08,34.660611,-86.000463
"387","ALABAMA","JACKSON","SCOTTSBORO","390 LONG HOLLOW ROAD",2009-06-03,34.671683,-86.097433
"388","ALABAMA","JACKSON","SCOTTSBORO","409 PONROY ST",2004-08-09,34.676215,-86.022971
"389","ALABAMA","JACKSON","SCOTTSBORO","426 OLD LARKINSVILLE RD",2004-03-08,34.681227,-86.055538
"390","ALABAMA","JACKSON","SCOTTSBORO","503 SHORT ST",2004-11-23,34.667522,-86.026367
"391","ALABAMA","JACKSON","SCOTTSBORO","703 WALSH AVE",2005-02-14,34.679174,-86.018298
"392","ALABAMA","JACKSON","SCOTTSBORO","71 EAST JOHN ROB",2006-07-11,34.704147,-86.008568
"393","ALABAMA","JACKSON","SCOTTSBORO","778 COUNTY 143 RD",2004-05-01,34.673574,-86.03478
"394","ALABAMA","JACKSON","SCOTTSBORO","79 BIBB AVE",2005-01-27,34.655114,-86.06255
"395","ALABAMA","JACKSON","SCOTTSBORO","794 HYTOP ROAD",2008-06-27,34.913436,-86.087189
"396","ALABAMA","JACKSON","SCOTTSBORO","840 WEST WILLOW STREET #107",2012-08-22,34.679754,-86.074285
"397","ALABAMA","JACKSON","SCOTTSBORO","948 CO RD 30",2007-09-27,34.673574,-86.03478
"398","ALABAMA","JACKSON","SECTION","3147 CO RD 43",2004-02-04,34.57894,-85.986765
"399","ALABAMA","JACKSON","SECTION","6713 CO RD 43",2008-04-03,34.57894,-85.986765
"400","ALABAMA","JACKSON","SECTION","817 COUNTRY 411 ROAD",2010-09-25,34.57894,-85.986765
"401","ALABAMA","JACKSON","SECTION","91 GURLEY CIR",2004-02-20,34.566955,-85.983054
"402","ALABAMA","JACKSON","STEVENSON","1185 COUNTY ROAD 104",2010-01-31,34.940151,-85.804076
"403","ALABAMA","JACKSON","STEVENSON","145 COUNTY ROAD 305",2006-09-25,34.886323,-85.781787
"404","ALABAMA","JACKSON","STEVENSON","205 COTTON W",2006-01-30,34.872896,-85.82809
"405","ALABAMA","JACKSON","STEVENSON","256 CO. RD. 135",2005-04-04,34.86611,-85.83561
"406","ALABAMA","JACKSON","STEVENSON","376 COUNTY RD 96",2004-01-03,34.880376,-85.808155
"407","ALABAMA","JACKSON","STEVENSON","376 STCAM PLANT RD 10",2005-01-25,34.86611,-85.83561
"408","ALABAMA","JACKSON","STEVENSON","41 COUNTRY 169 ROAD",2009-04-19,34.86611,-85.83561
"409","ALABAMA","JACKSON","STEVENSON","641 COUNTY ROAD",2007-02-19,34.86611,-85.83561
"410","ALABAMA","JACKSON","STEVENSON","720 CO.RD 69",2004-01-01,34.86611,-85.83561
"411","ALABAMA","JACKSON","STEVENSON","lot 3 EP KIMBALL TRL PK/277 HWY",2004-08-31,34.86611,-85.83561
"412","ALABAMA","JACKSON","TRENTON","229 MAIN ST",2005-06-28,34.744701,-86.251701
"413","ALABAMA","JACKSON","WOODVILLE","100 COBB ST",2004-07-08,34.622235,-86.269453
"414","ALABAMA","JACKSON","WOODVILLE","11340 COUNTY 30 RD",2004-01-22,34.62685,-86.271909
"415","ALABAMA","JACKSON","WOODVILLE","11736 COUNTY ROAD 17",2006-08-24,34.780704,-86.136456
"416","ALABAMA","JACKSON","WOODVILLE","1349 CO. RD 317",2005-08-22,34.62685,-86.271909
"417","ALABAMA","JACKSON","WOODVILLE","1349 COUNTY 317 ROAD",2007-05-03,34.62685,-86.271909
"418","ALABAMA","JACKSON","WOODVILLE","1465 CO RD 183",2006-11-29,34.62685,-86.271909
"419","ALABAMA","JACKSON","WOODVILLE","251 CO. RD. 222",2005-06-18,34.62685,-86.271909
"420","ALABAMA","JACKSON","WOODVILLE","31046 SR 35 HWY",2004-02-05,34.62685,-86.271909
"421","ALABAMA","JACKSON","WOODVILLE","3984 COUNTY RD 30",2005-09-06,34.679022,-86.186611
"422","ALABAMA","JACKSON","WOODVILLE","3984 COUNTY ROAD 8",2006-12-04,34.741356,-86.207005
"423","ALABAMA","JACKSON","WOODVILLE","440 CO RD 500",2004-08-11,34.62685,-86.271909
"424","ALABAMA","JACKSON","WOODVILLE","5300 COUNTY ROAD 8",2007-12-11,34.732086,-86.215424
"425","ALABAMA","JACKSON","WOODVILLE","733 CAVERN COVE RD",2004-08-19,34.564699,-86.238416
"426","ALABAMA","JEFFERSON","BIRMINGHAM","1070 MCDONALDS CHAPEL ROAD",2010-07-17,33.522859,-86.807705
"427","ALABAMA","JEFFERSON","BIRMINGHAM","212 CAHABA FOREST COVE",2004-10-20,33.431133,-86.706212
"428","ALABAMA","JEFFERSON","BIRMINGHAM","2700 RAY ST",2005-03-23,33.530881,-86.924818
"429","ALABAMA","JEFFERSON","BIRMINGHAM","2721 NORTH 2ND AVENUE",2009-05-26,33.520122,-86.796344
"430","ALABAMA","JEFFERSON","BIRMINGHAM","4221 SHADES CREST S RD",2006-02-01,33.522859,-86.807705
"431","ALABAMA","JEFFERSON","BIRMINGHAM","4238 CENTER POINT ROAD",2010-07-27,33.68142,-86.6818
"432","ALABAMA","JEFFERSON","BIRMINGHAM","4631 ELFRETH JOHNSON ROAD 46",2011-12-04,33.66393,-86.717729
"433","ALABAMA","JEFFERSON","DORA","8850 COUNTY LINE RD",2004-08-31,33.76923,-87.010443
"434","ALABAMA","JEFFERSON","HOMEWOOD","409 EDGECREST DRIVE 3",2006-03-10,33.463091,-86.832281
"435","ALABAMA","JEFFERSON","IRONDALE","218 24TH N ST",2005-08-28,33.536183,-86.710163
"436","ALABAMA","JEFFERSON","KIMBERLY","9352 PETERSON DRIVE",2010-07-01,33.779464,-86.818624
"437","ALABAMA","JEFFERSON","LEEDS","1214 ASHVILLE SE RD",2004-04-04,33.545948,-86.547135
"438","ALABAMA","JEFFERSON","LEEDS","1910 LINDEN STREET",2009-06-15,33.558266,-86.545251
"439","ALABAMA","JEFFERSON","MORRIS","268 SAM THOMAS ROAD",2010-07-27,33.718139,-86.793432
"440","ALABAMA","JEFFERSON","MORRIS","283 SOUTH 4TH AVENUE",2008-10-08,33.745463,-86.805143
"441","ALABAMA","JEFFERSON","MORRIS","8435 STOUTS ROAD",2010-04-22,33.751918,-86.808361
"442","ALABAMA","JEFFERSON","MOUNT OLIVE","1542 MOUNT OLIVE BROOKSIDE ROAD",2010-05-14,33.670979,-86.845673
"443","ALABAMA","JEFFERSON","MOUNT OLIVE","2640 MOUNT OLIVE ROAD",2011-05-17,33.669374,-86.852472
"444","ALABAMA","JEFFERSON","MULGA","1435 SHORT CREEK ROAD",2010-07-28,33.553586,-87.095324
"445","ALABAMA","JEFFERSON","PINSON","6511 ROE CHANDLER ROAD",2010-01-11,33.69275,-86.602869
"446","ALABAMA","JEFFERSON","PINSON","7070 SELF ROAD",2010-05-13,33.709662,-86.603819
"447","ALABAMA","JEFFERSON","TRAFFORD","9209 5TH AVENUE",2010-07-05,33.818709,-86.746429
"448","ALABAMA","JEFFERSON","WARRIOR","3035 NAIL RD",2005-02-18,33.757644,-86.932034
"449","ALABAMA","JEFFERSON","WARRIOR","444 TRAFFORD ROAD",2010-07-28,33.827258,-86.792135
"450","ALABAMA","JEFFERSON","WARRIOR","9385 MILLER RD",2005-01-12,33.81034,-86.927782
"451","ALABAMA","LAMAR","BEAVERTON","12901 HIGHWAY 278",2010-04-08,33.931345,-88.020522
"452","ALABAMA","LAMAR","DETROIT","111 ROBERTSON AVENUE",2008-09-22,34.027925,-88.170852
"453","ALABAMA","LAMAR","MILLPORT","11373 FENBANK ROAD",2008-09-06,33.560338,-88.082524
"454","ALABAMA","LAMAR","MILLPORT","1727 MOUNT PLEASANT CHURCH ROAD",2010-01-14,33.593642,-88.056232
"455","ALABAMA","LAMAR","MILLPORT","196 FERNBANK ROAD",2008-09-05,33.581941,-88.086033
"456","ALABAMA","LAMAR","MILLPORT","367 BURGESS ROAD",2008-03-29,33.647894,-88.04316
"457","ALABAMA","LAMAR","MILLPORT","555 FENBANK ROAD",2008-11-14,33.560338,-88.082524
"458","ALABAMA","LAMAR","SULLIGENT","2904 WEST 18 HIGHWAY",2008-03-31,33.895563,-88.130604
"459","ALABAMA","LAMAR","SULLIGENT","3765 DINKY LINE ROAD",2008-09-16,34.019922,-88.110569
"460","ALABAMA","LAMAR","SULLIGENT","746 MILITARY GROVE ROAD",2008-11-29,33.850304,-88.124953
"461","ALABAMA","LAMAR","VERNON","1381 NORTHWEST 11TH STREET",2008-04-10,33.766934,-88.126006
"462","ALABAMA","LAMAR","VERNON","2448 BEAVER CREEK ROAD",2008-05-06,33.787522,-88.093063
"463","ALABAMA","LAMAR","VERNON","345 HARRISON CT 189",2004-03-31,33.746907,-88.108231
"464","ALABAMA","LAUDERDALE","FLORENCE","1836 DARBY DRIVE",2010-01-04,34.825025,-87.656167
"465","ALABAMA","LAUDERDALE","FLORENCE","300 CO RD 237",2008-10-31,34.801317,-87.673264
"466","ALABAMA","LAUDERDALE","FLORENCE","3204 CO RD 158",2004-04-12,34.801317,-87.673264
"467","ALABAMA","LAUDERDALE","FLORENCE","502 DEER TRAIL",2010-11-10,34.801317,-87.673264
"468","ALABAMA","LAUDERDALE","FLORENCE","6290 COUNTY 87 ROAD",2010-05-22,34.801317,-87.673264
"469","ALABAMA","LAUDERDALE","FLORENCE","76 MEADOW GROVE LANE",2008-09-21,34.89035,-87.72621
"470","ALABAMA","LAUDERDALE","LEXINGTON","12447 CO RD 33",2004-02-27,34.961629,-87.370945
"471","ALABAMA","LAUDERDALE","LEXINGTON","217 JUSTIN LANE",2006-08-22,34.961629,-87.370945
"472","ALABAMA","LAUDERDALE","ROGERSVILLE","1049 CO RD 540",2008-03-01,34.832964,-87.29449
"473","ALABAMA","LAUDERDALE","ROGERSVILLE","355 C.R. 558 RD",2004-05-20,34.832964,-87.29449
"474","ALABAMA","LAWRENCE","MOULTON","112 COUNTY ROAD 243",2009-05-29,34.543077,-87.323912
"475","ALABAMA","LAWRENCE","MOULTON","11551 CO RD 9",2009-05-11,34.481557,-87.292412
"476","ALABAMA","LAWRENCE","MOULTON","1355 COUNTY ROAD 203",2009-04-30,34.531462,-87.240899
"477","ALABAMA","LAWRENCE","MOULTON","2658 CR 181",2004-07-24,34.44886,-87.258464
"478","ALABAMA","LAWRENCE","MOULTON","2859 COUNTY ROAD 236",2009-04-20,34.53911,-87.382557
"479","ALABAMA","LAWRENCE","MOULTON","417 SOUTH ST",2007-10-18,34.478666,-87.292628
"480","ALABAMA","LAWRENCE","MOULTON","925 SOUTHEAST FRANKLIN SMITH ROAD",2008-02-13,34.485192,-87.262632
"481","ALABAMA","LAWRENCE","MOULTON","95 CR 510",2004-06-03,34.566324,-87.351784
"482","ALABAMA","LAWRENCE","TRINITY","1065 CR 431",2004-03-10,34.59783,-87.125153
"483","ALABAMA","LAWRENCE","TRINITY","1255 CO RD 319",2006-08-10,34.594729,-87.081134
"484","ALABAMA","LAWRENCE","TRINITY","224 COUNTY ROAD 352",2009-05-28,34.547509,-87.166656
"485","ALABAMA","LEE","AUBURN","137 OAK STREET",2010-04-16,32.604019,-85.460861
"486","ALABAMA","LEE","AUBURN","2045 LEE ROAD 137 40",2013-04-10,32.691423,-85.508168
"487","ALABAMA","LEE","AUBURN","570 LEE RD",2004-06-10,32.57748,-85.546771
"488","ALABAMA","LEE","CUSSETA","11136 LEE ROAD 279",2010-06-25,32.784952,-85.305736
"489","ALABAMA","LEE","OPELIKA","1010 2ND AVENUE 108",2009-06-11,32.648322,-85.383589
"490","ALABAMA","LEE","OPELIKA","140 LEE ROAD 703",2010-06-29,32.650881,-85.37797
"491","ALABAMA","LEE","OPELIKA","2796 ALABAMA STREET",2010-05-18,32.630435,-85.390375
"492","ALABAMA","LEE","OPELIKA","3305 KING AVE",2004-11-02,32.623748,-85.428474
"493","ALABAMA","LEE","OPELIKA","343 LEE ROAD 117",2006-02-07,32.650881,-85.37797
"494","ALABAMA","LEE","OPELIKA","454 SOUTH 10TH STREET 6",2010-05-24,32.642998,-85.377765
"495","ALABAMA","LEE","PHENIX CITY","15 LEE ROAD 496",2010-11-05,32.47292,-85.000787
"496","ALABAMA","LEE","PHENIX CITY","228 LEE RD",2004-04-19,32.519593,-85.044279
"497","ALABAMA","LEE","PHENIX CITY","289 LEE ROAD 214",2010-04-07,32.47292,-85.000787
"498","ALABAMA","LEE","SALEM","1636 LEE RD 246",2005-01-22,32.596699,-85.238602
"499","ALABAMA","LEE","SALEM","385 LEE ROAD 792",2009-04-10,32.596699,-85.238602
"500","ALABAMA","LEE","SALEM","5433 LEE RD 145",2004-01-27,32.596699,-85.238602
"501","ALABAMA","LEE","SMITHS STATION","245 LEE ROAD 596",2004-12-29,32.539404,-85.099866
"502","ALABAMA","LEE","SMITHS STATION","295 LEE ROAD 876",2004-07-01,32.539404,-85.099866
"503","ALABAMA","LEE","VALLEY","500 LEE RD/ 360 VALLEY",2005-05-02,32.817417,-85.171465
"504","ALABAMA","LIMESTONE","ARDMORE","29458 LAKEVIEW DRIVE",2009-06-04,34.983887,-86.837292
"505","ALABAMA","LIMESTONE","ELKMONT","21215 SANDLIN RD",2006-01-19,34.920747,-86.948222
